,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,歌词链接,页数
3,《Underclass Hero》,Island Records,2007-06-24,劲爆,热门,Count Your Last Blessings,Sum 41,,http://musicdata.baidu.com/data2/lrc/1273446/1273446.lrc,3
3,《Under My Skin》,SONY MUSIC,2004-05-25,劲爆,热门,Forgotten,Avril Lavigne,,http://musicdata.baidu.com/data2/lrc/64334523/64334523.lrc,3
4,《生无所求》,风华秋实,2011-11-18,劲爆,热门,一百万吨的信念,汪峰,,http://musicdata.baidu.com/data2/lrc/246646651/246646651.lrc,4
4,《生无所求》,风华秋实,2011-11-18,劲爆,热门,上千个黎明,汪峰,,http://musicdata.baidu.com/data2/lrc/13762638/13762638.lrc,4
4,《一个人的战役》,风华秋实,2005-04-01,劲爆,热门,一个人的战役,黄征,,http://musicdata.baidu.com/data2/lrc/1128139/1128139.lrc,4
4,《Tribute To Bon Jovi》,环球唱片,2006-08-08,劲爆,热门,Have A Nice Day,Fred Coury,,http://musicdata.baidu.com/data2/lrc/239776861/239776861.lrc,4
4,《Animal + Cannibal》,SONY MUSIC,2010-11-22,劲爆,热门,Tik Tok,Ke$ha,,http://musicdata.baidu.com/data2/lrc/15418661/15418661.lrc,4
4,《惊艳》,天中文化,2006-12-19,劲爆,热门,爱上蝴蝶,艳乐队,,http://musicdata.baidu.com/data2/lrc/1071492/1071492.lrc,4
4,"《B In The Mix, The Remixes Vol 2》",SONY MUSIC,2011-10-10,劲爆,热门,Circus,Britney Spears,,http://musicdata.baidu.com/data2/lrc/23161794/23161794.lrc,4
4,《北京站》,SONY MUSIC,2005-12-15,劲爆,热门,爱天爱地,黎明,,http://musicdata.baidu.com/data2/lrc/239130654/239130654.lrc,4
4,《火力全开》,SONY MUSIC,2011-09-30,劲爆,热门,火力全开,王力宏,,http://musicdata.baidu.com/data2/lrc/239018225/239018225.lrc,4
4,《The Fame》,环球唱片,2014-04-05,劲爆,热门,Poker Face,Lady Gaga,,http://musicdata.baidu.com/data2/lrc/246645525/246645525.lrc,4
4,《The Fame》,环球唱片,2014-04-05,劲爆,热门,Beautiful Dirty Rich,Lady Gaga,,http://musicdata.baidu.com/data2/lrc/14890210/14890210.lrc,4
4,《叶惠美》,杰威尔JVR音乐有限公司,2003-07-31,劲爆,热门,双刀,周杰伦,,http://musicdata.baidu.com/data2/lrc/13907416/13907416.lrc,4
4,《2013 陈奕迅 Music Life 精选》,杰威尔JVR音乐有限公司,2013-06-26,劲爆,热门,爱是怀疑,陈奕迅,,http://musicdata.baidu.com/data2/lrc/240888851/240888851.lrc,4
4,《2013 陈奕迅 Music Life 精选》,杰威尔JVR音乐有限公司,2013-06-26,劲爆,热门,打得火热,陈奕迅,,http://musicdata.baidu.com/data2/lrc/65507267/65507267.lrc,4
4,《年度热爱 2012》,英皇唱片,2013-02-07,劲爆,热门,My Rodeo,钟舒漫,,http://musicdata.baidu.com/data2/lrc/246649817/246649817.lrc,4
4,《有形的翅膀》,英皇唱片,2012-10-12,劲爆,热门,讲不听,张韶涵,,http://musicdata.baidu.com/data2/lrc/28464352/28464352.lrc,4
4,《我很忙》,杰威尔JVR音乐有限公司,2007-11-02,劲爆,热门,无双,周杰伦,,http://musicdata.baidu.com/data2/lrc/13862805/13862805.lrc,4
4,《依然范特西》,杰威尔JVR音乐有限公司,2006-09-05,劲爆,热门,本草纲目,周杰伦,,http://musicdata.baidu.com/data2/lrc/13805763/13805763.lrc,4
4,《八度空间》,杰威尔JVR音乐有限公司,2002-07-18,劲爆,热门,龙拳,周杰伦,,http://musicdata.baidu.com/data2/lrc/13837190/13837190.lrc,4
4,《Don't Wake Me Up》,SONY MUSIC,2012-07-22,劲爆,热门,Don't Wake Me Up,Chris Brown,,http://musicdata.baidu.com/data2/lrc/16432703/16432703.lrc,4
5,《有形的翅膀》,SONY MUSIC,2012-10-12,劲爆,热门,That girl,张韶涵,,http://musicdata.baidu.com/data2/lrc/16566510/16566510.lrc,5
5,《惊叹号》,杰威尔JVR音乐有限公司,2011-11-11,劲爆,热门,惊叹号,周杰伦,,http://musicdata.baidu.com/data2/lrc/13762672/13762672.lrc,5
5,《Rhythm And Stealth》,SONY MUSIC,1999-10-06,劲爆,热门,Phat Planet,Leftfield,,http://musicdata.baidu.com/data2/lrc/13762672/13762672.lrc,5
5,《electroman》,华纳唱片公司（Warner Music）,2011-06-07,劲爆,热门,Spaceship,Benny Benassi,,http://musicdata.baidu.com/data2/lrc/13762672/13762672.lrc,5
5,《electroman》,华纳唱片公司（Warner Music）,2011-06-07,劲爆,热门,Spaceship,Benny Benassi,,http://musicdata.baidu.com/data2/lrc/13762672/13762672.lrc,5
5,《electroman》,华纳唱片公司（Warner Music）,2011-06-07,劲爆,热门,Spaceship,Benny Benassi,,http://musicdata.baidu.com/data2/lrc/13762672/13762672.lrc,5
5,《Give Me Everything》,J Records,2011-04-17,劲爆,热门,Give Me Everything,Pitbull,,http://musicdata.baidu.com/data2/lrc/2ab739d10d67130038ba4b77fbcd4d33/268322280/268322280.lrc,5
5,《Call Me Maybe》,环球唱片,2014-03-26,劲爆,热门,Call Me Maybe,Carly Rae Jepsen,,http://musicdata.baidu.com/data2/lrc/a8d4ab93869f6093b5abac1b25fea9cd/263504390/263504390.lrc,5
5,《Aquarius》,环球唱片,2000-02-28,劲爆,热门,Bumble Bees,Aqua,,http://musicdata.baidu.com/data2/lrc/1383203/1383203.lrc,5
5,《Everytime We Touch》,环球唱片,2009-02-27,劲爆,热门,Miracle,Cascada,,http://musicdata.baidu.com/data2/lrc/1332692/1332692.lrc,5
5,《Everytime We Touch》,环球唱片,2009-02-27,劲爆,热门,Everytime We Touch,Cascada,,http://musicdata.baidu.com/data2/lrc/1332618/1332618.lrc,5
5,《Euro Iv Ever》,环球唱片,2007-10-24,劲爆,热门,Banca Banca,E-Type,,http://musicdata.baidu.com/data2/lrc/90520824de6603bc7ba49aa698f7af0f/267918423/267918423.lrc,5
5,《Aquarium》,环球唱片,1997-09-09,劲爆,热门,Doctor Jones,Aqua,,http://musicdata.baidu.com/data2/lrc/1255323/1255323.lrc,5
5,《7 Years And 50 Days》,环球唱片,2004-08-23,劲爆,热门,Force Of Nature,Groove Coverage,,http://musicdata.baidu.com/data2/lrc/8882352/8882352.lrc,5
5,劲爆,环球唱片,2004-08-23,劲爆,热门,till the end,Toto,,http://musicdata.baidu.com/data2/lrc/34032187/34032187.txt,5
5,《Rebirth》,环球唱片,2010-02-01,劲爆,热门,Knockout,Lil Wayne,,http://musicdata.baidu.com/data2/lrc/12450819/12450819.lrc,5
5,《Eyes Open》,环球唱片,2008-05-13,劲爆,热门,You Could Be Happy,Snow Patrol,,http://musicdata.baidu.com/data2/lrc/2212425/2212425.lrc,5
5,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,劲爆,热门,Round Round,Sugababes,,http://musicdata.baidu.com/data2/lrc/1472880/1472880.lrc,5
5,《2 Be Different》,杰威尔JVR音乐有限公司,2011-09-29,劲爆,热门,把伤心打碎,袁咏琳,,http://musicdata.baidu.com/data2/lrc/14464321/14464321.lrc,5
5,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,劲爆,热门,In The Middle,Sugababes,,http://musicdata.baidu.com/data2/lrc/1212367/1212367.lrc,5
6,《The Bravery》,环球唱片,2008-04-07,劲爆,热门,An Honest Mistake,The Bravery,,http://musicdata.baidu.com/data2/lrc/246654800/246654800.lrc,6
6,《Sehnsucht》,环球唱片,2011-09-28,劲爆,热门,Tier,rammstein,,http://musicdata.baidu.com/data2/lrc/10549806/10549806.lrc,6
6,《Greatest Hits: My Prerogative》,Jive,2004-11-01,劲爆,热门,Outrageous,Britney Spears,,http://musicdata.baidu.com/data2/lrc/12608224/12608224.lrc,6
6,《Keep Calm & Be Happy》,SONY MUSIC,2016-03-11,劲爆,热门,Toxic,Britney Spears,,http://musicdata.baidu.com/data2/lrc/ed6e908377c73fd5bed7f0ce38e4fe61/270228585/270228585.lrc,6
6,《Party》,环球唱片,2004-01-26,劲爆,热门,I Will Survive,Gloria Gaynor,,http://musicdata.baidu.com/data2/lrc/8593012/8593012.lrc,6
6,《Silver Collection》,环球唱片,2008-04-25,劲爆,热门,I Will Survive,Gloria Gaynor,,http://musicdata.baidu.com/data2/lrc/14896958/14896958.lrc,6
6,《R&B Divas》,环球唱片,2008-04-25,劲爆,热门,I Will Survive,Gloria gaynor,,http://musicdata.baidu.com/data2/lrc/8592451/8592451.lrc,6
6,《Music For Seventies》,环球唱片,2008-05-05,劲爆,热门,I Will Survive,Gloria Gaynor,,http://musicdata.baidu.com/data2/lrc/8300427/8300427.lrc,6
6,《Blah Blah Blah》,SONY MUSIC,2010-02-22,劲爆,热门,Tik Tok,Ke$ha,,http://musicdata.baidu.com/data2/lrc/7584035/7584035.lrc,6
6,《B In The Mix: The Remixes》,Jive,2005-11-22,劲爆,热门,Toxic,Britney Spears,,http://musicdata.baidu.com/data2/lrc/14885078/14885078.lrc,6
6,《Insomniac》,环球唱片,2007-06-11,劲爆,热门,Can You Hear Me,Enrique Iglesias,,http://musicdata.baidu.com/data2/lrc/7380056/7380056.lrc,6
6,《I Am The Dance Commander + I Command You To Dance: The Remix Album》,SONY MUSIC,2011-03-21,劲爆,热门,Tik Tok,Ke$ha,,http://musicdata.baidu.com/data2/lrc/7292840/7292840.lrc,6
6,《The Singles Collection》,SONY MUSIC,2009-11-09,劲爆,热门,Toxic,Britney Spears,,http://musicdata.baidu.com/data2/lrc/497155/497155.lrc,6
6,《In The Zone》,Jive,2003-11-18,劲爆,热门,Toxic,Britney Spears,,http://musicdata.baidu.com/data2/lrc/2149528/2149528.lrc,6
6,《Greatest Hits》,环球唱片,2010-03-04,劲爆,热门,Can You Hear Me,Enrique Iglesias,,http://musicdata.baidu.com/data2/lrc/1274042/1274042.lrc,6
6,《Aquarium》,环球唱片,1997-09-09,劲爆,热门,Lollipop,Aqua,,http://musicdata.baidu.com/data2/lrc/1189503/1189503.lrc,6
6,《Girls' Night Out》,环球唱片,2009-10-19,劲爆,热门,I Will Survive,Gloria Gaynor,,http://musicdata.baidu.com/data2/lrc/10318626/10318626.lrc,6
6,《Disco Nights》,环球唱片,2008-04-28,劲爆,热门,I Will Survive,Gloria Gaynor,,http://musicdata.baidu.com/data2/lrc/10212613/10212613.lrc,6
6,《Another Night》,索尼音乐,1990-01-01,劲爆,热门,another night,Real McCoy,,http://musicdata.baidu.com/data2/lrc/33998194/33998194.txt,6
6,《Steal This Album!》,SONY MUSIC,2002-11-26,劲爆,热门,Highway Song,System Of A Down,,http://musicdata.baidu.com/data2/lrc/106244187/106244187.lrc,6
7,《Mezmerize》,SONY MUSIC,2005-06-09,劲爆,热门,B.Y.O.B.,System Of A Down,,http://musicdata.baidu.com/data2/lrc/9761794/9761794.lrc,7
7,《Mezmerize》,SONY MUSIC,2005-06-09,劲爆,热门,Cigaro,System Of A Down,,http://musicdata.baidu.com/data2/lrc/9761790/9761790.lrc,7
7,《Steal This Album!》,SONY MUSIC,2002-11-26,劲爆,热门,Streamline,System Of A Down,,http://musicdata.baidu.com/data2/lrc/106256740/106256740.lrc,7
7,《Steal This Album!》,SONY MUSIC,2002-11-26,劲爆,热门,Roulette,System Of A Down,,http://musicdata.baidu.com/data2/lrc/1265926/1265926.lrc,7
7,《Finally Woken》,SONY MUSIC,2005-06-21,劲爆,热门,come on closer,Jem,,http://musicdata.baidu.com/data2/lrc/2176319/2176319.lrc,7
7,《哥本哈根的童话》,环球唱片,2009-07-17,劲爆,热门,爱不休,王心如,,http://musicdata.baidu.com/data2/lrc/ecbbf4dc374d1751cab16a8c382d3325/257167955/257167955.lrc,7
7,《All I Ever Wanted》,SONY MUSIC,2009-03-08,劲爆,热门,Impossible,Kelly Clarkson,,http://musicdata.baidu.com/data2/lrc/2182500/2182500.lrc,7
7,《it's about time》,新力博德曼,2006-10-08,劲爆,热门,time for me to fly,Jonas Brothers,,http://musicdata.baidu.com/data2/lrc/14535414/14535414.lrc,7
7,《亲爱的王子》,环球唱片,2006-07-07,劲爆,热门,我的空气,樱桃帮,,http://musicdata.baidu.com/data2/lrc/12642103/12642103.lrc,7
7,《Alan听心》,环球唱片,2006-12-11,劲爆,热门,都市猎人,谭咏麟,,http://musicdata.baidu.com/data2/lrc/1100831/1100831.lrc,7
7,《The Poison》,SONY MUSIC,1999-08-30,劲爆,热门,Tears Don'T Fall,Bullet For My Valentine,,http://musicdata.baidu.com/data2/lrc/240075345/240075345.lrc,7
7,《I Don't Wanna See No 欧巴桑》,滚石唱片,1994-11-22,劲爆,热门,DJ Jam,罗百吉,,http://musicdata.baidu.com/data2/lrc/95ec97fd1065af9acd7a23230a63df16/624747/624747.lrc,7
7,《第5季》,福茂唱片,2009-09-25,劲爆,热门,摇摆头,张韶涵,,http://musicdata.baidu.com/data2/lrc/330902/330902.lrc,7
7,《Invincible》,Epic/CTI,2001-10-30,劲爆,热门,Unbreakable,Michael Jackson,,http://musicdata.baidu.com/data2/lrc/60966f76de028b298b46f7c86d461478/257163239/257163239.lrc,7
7,《Invincible》,Epic/CTI,2001-10-30,劲爆,热门,Break Of Dawn,Michael Jackson,,http://musicdata.baidu.com/data2/lrc/14917562/14917562.lrc,7
7,《Invincible》,Epic/CTI,2001-10-30,劲爆,热门,Threatened,Michael Jackson,,http://musicdata.baidu.com/data2/lrc/14973395/14973395.lrc,7
7,《铿锵玫瑰》,滚石唱片,1999-01-28,劲爆,热门,颓废,林忆莲,,http://musicdata.baidu.com/data2/lrc/aa38cf60a2fd3c18ca85b2e968b5df04/257163354/257163354.lrc,7
7,《进行式》,SONY MUSIC,2011-06-10,劲爆,热门,Be My Lady,苏醒,,http://musicdata.baidu.com/data2/lrc/240709274/240709274.lrc,7
7,《铁了心》,滚石唱片,2000-03-01,劲爆,热门,坏,尹子维,,http://musicdata.baidu.com/data2/lrc/14956141/14956141.lrc,7
7,劲爆,滚石唱片,2000-03-01,劲爆,热门,Lullaby For Love,Groove Coverage,,http://musicdata.baidu.com/data2/lrc/8592775/8592775.lrc,7
8,《就 i 莫文蔚精选》,SONY MUSIC,2008-06-25,劲爆,热门,I Will Be Fine,莫文蔚,,http://musicdata.baidu.com/data2/lrc/847008/847008.lrc,8
8,《就 i 莫文蔚精选》,SONY MUSIC,2008-06-25,劲爆,热门,如果你是李白,莫文蔚,,http://musicdata.baidu.com/data2/lrc/837169/837169.lrc,8
8,《春·夏·秋·冬》,环球唱片,2006-03-01,劲爆,热门,不要,张敬轩,,http://musicdata.baidu.com/data2/lrc/396384/396384.lrc,8
8,《最新形象》,环球唱片,2006-06-30,劲爆,热门,夸张一夜,张柏芝,,http://musicdata.baidu.com/data2/lrc/300268/300268.lrc,8
8,《宝贝》,环球唱片,2010-08-10,劲爆,热门,饮食男女,莫文蔚,,http://musicdata.baidu.com/data2/lrc/14696169/14696169.lrc,8
8,《陈慧娴三合一珍藏集》,环球唱片,2009-07-14,劲爆,热门,Dancing Boy,陈慧娴,,http://musicdata.baidu.com/data2/lrc/1131331/1131331.lrc,8
8,《舞懈可击》,环球唱片,2008-09-05,劲爆,热门,亚洲之夜,罗百吉,,http://musicdata.baidu.com/data2/lrc/1124692/1124692.lrc,8
8,《七连滋养》,英皇唱片,2006-11-01,劲爆,热门,灯隔热,郑希怡,,http://musicdata.baidu.com/data2/lrc/12462405/12462405.lrc,8
8,《Invincible》,Epic/CTI,2001-10-30,劲爆,热门,Privacy,Michael Jackson,,http://musicdata.baidu.com/data2/lrc/14953454/14953454.lrc,8
8,《Invincible》,Epic/CTI,2001-10-30,劲爆,热门,Heartbreaker,Michael Jackson,,http://musicdata.baidu.com/data2/lrc/14937032/14937032.lrc,8
8,《Invincible》,Epic/CTI,2001-10-30,劲爆,热门,2000 Watts,Michael Jackson,,http://musicdata.baidu.com/data2/lrc/14958521/14958521.lrc,8
8,《Rooney》,环球唱片,2003-06-02,劲爆,热门,Sorry Sorry,Rooney,,http://musicdata.baidu.com/data2/lrc/246654766/246654766.lrc,8
8,《Perfect Date》,英皇唱片,2004-08-01,劲爆,热门,Bye Bye Dj,郑希怡,,http://musicdata.baidu.com/data2/lrc/6170339/6170339.lrc,8
8,《I Am Me》,环球唱片,2014-01-07,劲爆,热门,I Am Me,Ashlee Simpson,,http://musicdata.baidu.com/data2/lrc/1501406/1501406.lrc,8
8,《I Am Me》,环球唱片,2014-01-07,劲爆,热门,Catch Me When I Fall,Ashlee Simpson,,http://musicdata.baidu.com/data2/lrc/1285881/1285881.lrc,8
8,《I Am Me》,环球唱片,2014-01-07,劲爆,热门,Say Goodbye,Ashlee Simpson,,http://musicdata.baidu.com/data2/lrc/1242426/1242426.lrc,8
8,《I Am Me》,环球唱片,2014-01-07,劲爆,热门,Coming Back For More,Ashlee Simpson,,http://musicdata.baidu.com/data2/lrc/1180709/1180709.lrc,8
8,《Moulin Rouge》,环球唱片,2001-09-03,劲爆,热门,Rhythm Of The Night,valeria,,http://musicdata.baidu.com/data2/lrc/8592883/8592883.lrc,8
8,《Moulin Rouge I & Ii》,环球唱片,2001-09-03,劲爆,热门,Rhythm Of The Night,valeria,,http://musicdata.baidu.com/data2/lrc/8560768/8560768.lrc,8
8,《Disco Girl》,摩登天空,2000-10-01,劲爆,热门,我们明天就分手,新裤子,,http://musicdata.baidu.com/data2/lrc/837157/837157.lrc,8
9,《黑豹》,滚石唱片,1992-12-15,劲爆,热门,体会,黑豹乐队,,http://musicdata.baidu.com/data2/lrc/836554/836554.lrc,9
9,《We Are Not Alone》,环球唱片,2009-01-22,劲爆,热门,Forget It,Breaking Benjamin,,http://musicdata.baidu.com/data2/lrc/8048383/8048383.lrc,9
9,《Heart Of Stone》,环球唱片,1993-03-01,劲爆,热门,Emotional Fire,Cher,,http://musicdata.baidu.com/data2/lrc/8048383/8048383.lrc,9
