,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,運命のホットライン,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288833849/288833849.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,綾里春美 ～はみちゃんといっしょ,日本ACG,http://musicdata.baidu.com/data2/lrc/231ff633f6b5f508ebf27809aa693462/288821957/288821957.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,追憶 ～純粋な痛み,日本ACG,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288834496/288834496.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,虎狼死家左々右エ門 ～殺人的紳士の愉しみ,日本ACG,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288834496/288834496.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,タチミ・サーカス,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288824025/288824025.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,エキセントリック,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288824025/288824025.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,追憶 ～炎が刻んだ傷跡,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288824154/288824154.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,心理錠（サイコ・ロック）,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288833143/288833143.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,トリックとマジック,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288822661/288822661.lrc,1
1,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,逆転裁判2・序章 ～J.S.バッハ『トッカータとフーガ ニ短調BWV565』から,日本ACG,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288823551/288823551.lrc,1
2,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,罪門恭介 ～荒野のならず刑事（デカ）,日本ACG,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288831775/288831775.lrc,2
2,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,追憶 ～SL9号事件,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288834355/288834355.lrc,2
2,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,追憶 ～撮影所の光と影,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288833673/288833673.lrc,2
2,《逆転裁判サウンドBOX》,SMD itaku,2012-02-08,日本动漫,影视节目,追憶 ～傷心の真宵,日本ACG,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288834294/288834294.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,Shine of Eidos ～空の軌跡～,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/dbf96551a0d7b9ae2c2ea0cca56b734a/276276093/276276093.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,絆の在り処,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/dbf96551a0d7b9ae2c2ea0cca56b734a/276276093/276276093.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,仲間の元へ,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288820829/288820829.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,The Merciless Savior,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288822194/288822194.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,惨劇の真相,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288822194/288822194.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,雷の穿つ墓標,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288833634/288833634.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,中枢塔《アクシスピラー》,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288824576/288824576.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,浮遊都市リベルアーク,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288834432/288834432.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,銀の意志　Super Arrange Ver,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288832965/288832965.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,灯火が消えた街,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288822240/288822240.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,折られた翼,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288834044/288834044.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,女神の御許へ,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/231ff633f6b5f508ebf27809aa693462/288819403/288819403.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,執行者,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288832384/288832384.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,星の在り処　 Instrumental Ver,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/502d25da113803f8913a391a241a08f4/276276091/276276091.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,隠された真の姿,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288834465/288834465.lrc,2
2,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,The Fate of The Fairies,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288835093/288835093.lrc,2
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,ハーメル,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288833515/288833515.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,福音計画,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288822765/288822765.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,飛行戦艦グロリアス,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288822765/288822765.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,夢幻,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288821301/288821301.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,うちひしがれて,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288823719/288823719.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,陰謀,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288823467/288823467.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,Obstructive Existence,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288836635/288836635.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,風を共に舞う気持ち SC ver.,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/1bad855b0dae307dd5cc206eb95ab532/288832692/288832692.lrc,3
3,《英雄伝説 空の軌跡SC オリジナルサウンドトラック》,Falcom,2006-07-14,日本动漫,影视节目,ル＝ロックルへようこそ,Falcom Sound Team jdk,http://musicdata.baidu.com/data2/lrc/12bcce0ae90fd1c09f3c51e618c787e4/288832071/288832071.lrc,3
