,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
4,《The Magic Position (I-Tunes E-Album)》,环球唱片,2008-04-29,动漫,影视节目,Enchanted,Patrick Wolf,http://musicdata.baidu.com/data2/lrc/8221008/8221008.lrc,4
4,《Casino De Printemps》,环球唱片,2009-06-01,动漫,影视节目,San Francisco,Maxime Le Forestier,http://musicdata.baidu.com/data2/lrc/12561936/12561936.lrc,4
4,《Alvin & The Chipmunks / Ost》,环球唱片,2008-05-08,动漫,影视节目,Bad Day,Alvin and The Chipmunks,http://musicdata.baidu.com/data2/lrc/12561819/12561819.lrc,4
4,《Alvin & The Chipmunks / Ost》,环球唱片,2008-05-08,动漫,影视节目,Coast 2 Coast,Alvin and The Chipmunks,http://musicdata.baidu.com/data2/lrc/12561796/12561796.lrc,4
4,《Alvin & The Chipmunks / Ost》,环球唱片,2008-05-08,动漫,影视节目,The Chipmunk Song (Christmas Don'T Be Late),Alvin and The Chipmunks,http://musicdata.baidu.com/data2/lrc/12561795/12561795.lrc,4
4,《The Phantom Of The Opera (Original Motion Picture Soundtrack) [Expanded Edition]》,SONY MUSIC,2004-12-20,动漫,影视节目,The Music Of The Night,Andrew Lloyd Webber,http://musicdata.baidu.com/data2/lrc/12556049/12556049.lrc,4
4,《Inquisition Symphony》,环球唱片,1998-05-04,动漫,影视节目,Fade To Black,Apocalyptica,http://musicdata.baidu.com/data2/lrc/12551724/12551724.lrc,4
4,《Fairytale》,S.M.Entertainment,2008-12-24,动漫,影视节目,Fairytale,Kalafina,http://musicdata.baidu.com/data2/lrc/239128372/239128372.lrc,4
4,《Pink Panther Lounge》,SONY MUSIC,2006-05-15,动漫,影视节目,A Shot In The Dark,"Henry Mancini,Chris Mancini",http://musicdata.baidu.com/data2/lrc/239128372/239128372.lrc,4
4,《Britney》,Jive,2001-11-05,动漫,影视节目,What It'S Like To Be Me,Britney Spears,http://musicdata.baidu.com/data2/lrc/12544738/12544738.lrc,4
5,《Supertramp - The Very Best Of》,环球唱片,1997-09-15,动漫,影视节目,Give A Little Bit,Supertramp,http://musicdata.baidu.com/data2/lrc/12544683/12544683.lrc,5
5,《The Phantom Of The Opera (Original Motion Picture Soundtrack)》,SONY MUSIC,2004-11-23,动漫,影视节目,The Music Of The Night,Andrew Lloyd Webber,http://musicdata.baidu.com/data2/lrc/12543934/12543934.lrc,5
5,《Lenka》,SONY MUSIC,2008-09-23,动漫,影视节目,Don'T Let Me Fall,Lenka,http://musicdata.baidu.com/data2/lrc/12542578/12542578.lrc,5
5,《95/08 Éxitos》,环球唱片,2013-08-21,动漫,影视节目,Bailamos,Enrique Iglesias,http://musicdata.baidu.com/data2/lrc/7696827/7696827.lrc,5
5,《50 Great Songs》,SONY MUSIC,2009-10-19,动漫,影视节目,Flying Without Wings,Westlife,http://musicdata.baidu.com/data2/lrc/14887964/14887964.lrc,5
5,《Shrek 2》,环球唱片,2006-12-08,动漫,影视节目,Fairy Godmother Song,Jennifer Saunders,http://musicdata.baidu.com/data2/lrc/70434116/70434116.lrc,5
5,《Les 50 Plus Belles Chansons》,环球唱片,2009-04-30,动漫,影视节目,San Francisco,Maxime Le Forestier,http://musicdata.baidu.com/data2/lrc/12518935/12518935.lrc,5
5,《#1'S International Version》,环球唱片,2008-05-13,动漫,影视节目,Mother Popcorn,James Brown,http://musicdata.baidu.com/data2/lrc/12518935/12518935.lrc,5
5,《FantasíA Pop》,环球唱片,2008-05-06,动漫,影视节目,Cada Que...,Belanova,http://musicdata.baidu.com/data2/lrc/12518935/12518935.lrc,5
5,《Retrospectacle - The Supertramp Anthology》,环球唱片,2014-02-27,动漫,影视节目,Give A Little Bit,Supertramp,http://musicdata.baidu.com/data2/lrc/12750441/12750441.lrc,5
5,《Songs In The Key Of Life》,环球唱片,1977-01-01,动漫,影视节目,Ngiculela-Es Una Historia-I Am Singing,Stevie Wonder,http://musicdata.baidu.com/data2/lrc/70417865/70417865.lrc,5
5,《A Boy Named Charlie Brown》,环球唱片,2006-08-21,动漫,影视节目,Pebble Beach,Vince Guaraldi Trio,http://musicdata.baidu.com/data2/lrc/70417865/70417865.lrc,5
5,《Automatic》,环球唱片,2014-10-08,动漫,影视节目,Automatic,Tokio Hotel,http://musicdata.baidu.com/data2/lrc/7584665/7584665.lrc,5
5,《The 50 Greatest Songs》,环球唱片,2009-03-31,动漫,影视节目,Mother Popcorn,James Brown,http://musicdata.baidu.com/data2/lrc/116555243/116555243.lrc,5
5,《Essential - The 90S》,SONY MUSIC,2010-09-13,动漫,影视节目,Flying Without Wings,Westlife,http://musicdata.baidu.com/data2/lrc/7584075/7584075.lrc,5
5,《Lo Esencial De Amor Del Bueno》,SONY MUSIC,2010-02-01,动漫,影视节目,Sera,sin bandera,http://musicdata.baidu.com/data2/lrc/7584075/7584075.lrc,5
5,《War Is The Answer》,环球唱片,2010-03-09,动漫,影视节目,Bad Company,Five Finger Death Punch,http://musicdata.baidu.com/data2/lrc/7584075/7584075.lrc,5
5,《Never Mind The Breeze Blocks》,环球唱片,2010-01-27,动漫,影视节目,Big Fish Little Fish,Bob The Builder,http://musicdata.baidu.com/data2/lrc/7584075/7584075.lrc,5
5,《Humanoid》,环球唱片,2011-08-04,动漫,影视节目,Automatic,Tokio Hotel,http://musicdata.baidu.com/data2/lrc/679257/679257.lrc,5
5,《Edward Scissorhands》,环球唱片,1992-04-27,动漫,影视节目,Farewell....,Shirley Walker,http://musicdata.baidu.com/data2/lrc/20dba48ebb241772cd3f76179306ffb5/5477175/5477175.lrc,5
6,《Red Moon》,S.M.Entertainment,2010-03-17,动漫,影视节目,光の旋律,Kalafina,http://musicdata.baidu.com/data2/lrc/448533/448533.lrc,6
6,《Exodus》,环球唱片,2009-07-14,动漫,影视节目,Opening,Utada,http://musicdata.baidu.com/data2/lrc/12646163/12646163.lrc,6
6,《Exodus》,环球唱片,2009-07-14,动漫,影视节目,Animato,Utada,http://musicdata.baidu.com/data2/lrc/2256687/2256687.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Seventh Heaven,Kalafina,http://musicdata.baidu.com/data2/lrc/20705613/20705613.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Serenato,Kalafina,http://musicdata.baidu.com/data2/lrc/1801140/1801140.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Overture,Kalafina,http://musicdata.baidu.com/qukulrc/qq_lyric/bfc15885d93c267269295eb57dd66ec9.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Oblivious,Kalafina,http://musicdata.baidu.com/data2/lrc/1801117/1801117.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Love Come Down,Kalafina,http://musicdata.baidu.com/data2/lrc/68234419/68234419.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Fairytale,Kalafina,http://musicdata.baidu.com/qukulrc/qq_lyric/937c1ea6c2fd331190342a1e5cd0776a.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Aria,Kalafina,http://musicdata.baidu.com/data2/lrc/1801065/1801065.lrc,6
6,《Fairytale》,S.M.Entertainment,2008-12-24,动漫,影视节目,Serenato,Kalafina,http://musicdata.baidu.com/data2/lrc/1696319/1696319.lrc,6
6,《Red Moon》,S.M.Entertainment,2010-03-17,动漫,影视节目,Progressive,Kalafina,http://musicdata.baidu.com/data2/lrc/69723513/69723513.lrc,6
6,《Red Moon》,S.M.Entertainment,2010-03-17,动漫,影视节目,Storia,Kalafina,http://musicdata.baidu.com/data2/lrc/1681011/1681011.lrc,6
6,《AwakEVE》,Sony Records,2009-02-18,动漫,影视节目,儚くも永久のカナシ,UVERworld,http://musicdata.baidu.com/data2/lrc/1525935/1525935.lrc,6
6,《The Best Of Sum 41》,环球唱片,2008-11-05,动漫,影视节目,The Hell Song,Sum 41,http://musicdata.baidu.com/data2/lrc/1505985/1505985.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,君が光に変えて行く,Kalafina,http://musicdata.baidu.com/data2/lrc/1491028/1491028.lrc,6
6,《Seventh Heaven》,S.M.Entertainment,2009-03-04,动漫,影视节目,Sprinter,Kalafina,http://musicdata.baidu.com/data2/lrc/1490962/1490962.lrc,6
6,《healing rain》,S.M.Entertainment,2009-03-04,动漫,影视节目,healing rain,Michael W. Smith,http://musicdata.baidu.com/data2/lrc/65035861/65035861.lrc,6
6,《Lacrimosa》,S.M.Entertainment,2009-03-04,动漫,影视节目,Gloria,Kalafina,http://musicdata.baidu.com/data2/lrc/20722880/20722880.lrc,6
6,《After Eden》,ソニーミュージック,2011-09-21,动漫,影视节目,snow falling,Kalafina,http://musicdata.baidu.com/data2/lrc/64987290/64987290.lrc,6
7,《Greatest Hits》,环球唱片,2010-03-04,动漫,影视节目,Bailamos,Enrique Iglesias,http://musicdata.baidu.com/data2/lrc/1420241/1420241.lrc,7
7,《Princess Disneymania》,环球唱片,2009-12-09,动漫,影视节目,Once Upon A Dream,Emily Osment,http://musicdata.baidu.com/data2/lrc/1374790/1374790.lrc,7
7,《Hope》,环球唱片,2008-04-29,动漫,影视节目,Don'T Fall Asleep (Horror Pt. 2),Swallow The Sun,http://musicdata.baidu.com/data2/lrc/1374790/1374790.lrc,7
7,《Everytime We Touch》,环球唱片,2009-02-27,动漫,影视节目,Another You,Cascada,http://musicdata.baidu.com/data2/lrc/1332712/1332712.lrc,7
7,《Enrique》,环球唱片,1999-11-23,动漫,影视节目,Bailamos,Enrique Iglesias,http://musicdata.baidu.com/data2/lrc/13916528/13916528.lrc,7
7,《Western Sous La Neige》,环球唱片,2004-03-15,动漫,影视节目,Anorak,Dionysos,http://musicdata.baidu.com/data2/lrc/13916528/13916528.lrc,7
7,《Whatever The Weather》,环球唱片,2009-02-28,动漫,影视节目,Anorak,Dionysos,http://musicdata.baidu.com/data2/lrc/13916528/13916528.lrc,7
7,《Whatever The Weather (Concert Acoustique)》,环球唱片,2009-02-28,动漫,影视节目,Anorak,Dionysos,http://musicdata.baidu.com/data2/lrc/13916528/13916528.lrc,7
7,《Greatest Hits》,RCA,2011-11-18,动漫,影视节目,Flying Without Wings,Westlife,http://musicdata.baidu.com/data2/lrc/13982202/13982202.lrc,7
7,《Unbreakable:The Greatest Hits》,SONY MUSIC,2007-09-17,动漫,影视节目,Flying Without Wings,Westlife,http://musicdata.baidu.com/data2/lrc/10381402/10381402.lrc,7
7,《The Definitive Vince Guaraldi》,环球唱片,2009-10-12,动漫,影视节目,Thanksgiving Theme,Vince Guaraldi Trio,http://musicdata.baidu.com/data2/lrc/20dba48ebb241772cd3f76179306ffb5/260735310/260735310.lrc,7
7,《Life With You》,环球唱片,2013-08-21,动漫,影视节目,There'S A Touch,The Proclaimers,http://musicdata.baidu.com/data2/lrc/20dba48ebb241772cd3f76179306ffb5/260735310/260735310.lrc,7
7,《Alvin & The Chipmunks /  Ost》,环球唱片,2008-04-29,动漫,影视节目,Coast 2 Coast,Alvin and The Chipmunks,http://musicdata.baidu.com/data2/lrc/12622528/12622528.lrc,7
7,《Alvin & The Chipmunks /  Ost》,环球唱片,2008-04-29,动漫,影视节目,The Chipmunk Song (Christmas Don'T Be Late),Alvin and The Chipmunks,http://musicdata.baidu.com/data2/lrc/12622521/12622521.lrc,7
7,《Alvin & The Chipmunks /  Ost》,环球唱片,2008-04-29,动漫,影视节目,Bad Day,Alvin and The Chipmunks,http://musicdata.baidu.com/data2/lrc/12622520/12622520.lrc,7
7,《The Chipmunk Song (Christmas Don'T Be Late)》,环球唱片,2007-12-03,动漫,影视节目,The Chipmunk Song (Christmas Don'T Be Late),Alvin and The Chipmunks,http://musicdata.baidu.com/data2/lrc/12622308/12622308.lrc,7
7,《At The Close Of A Century》,环球唱片,2000-03-13,动漫,影视节目,Ngiculela-Es Una Historia-I Am Singing,Stevie Wonder,http://musicdata.baidu.com/data2/lrc/70417866/70417866.lrc,7
7,《Che.R.Ry》,SMR,2007-03-07,动漫,影视节目,Che.R.Ry,Yui,http://musicdata.baidu.com/data2/lrc/1010105/1010105.lrc,7
7,《爱的代价》,滚石唱片,1992-12-31,动漫,影视节目,我的朋友,张艾嘉,http://musicdata.baidu.com/data2/lrc/12480455/12480455.lrc,7
7,《重逢黄大城民歌精选辑》,滚石唱片,1998-09-07,动漫,影视节目,六月新娘,黄大城,http://musicdata.baidu.com/data2/lrc/114798411/114798411.lrc,7
8,《truth》,Sony Music Records,2006-12-06,动漫,影视节目,ENDLESS STORY,伊藤由奈,http://musicdata.baidu.com/data2/lrc/65016811/65016811.lrc,8
8,《Red Moon》,S.M.Entertainment,2010-03-17,动漫,影视节目,I Have A Dream,Kalafina,http://musicdata.baidu.com/data2/lrc/1681120/1681120.lrc,8
8,《少女S》,EPIC,2009-06-17,动漫,影视节目,少女S,SCANDAL,http://musicdata.baidu.com/data2/lrc/1491399/1491399.lrc,8
8,《FLOW ANIME BEST》,SONY MUSIC,2011-04-13,动漫,影视节目,Re:member,FLOW,http://musicdata.baidu.com/data2/lrc/64983457/64983457.lrc,8
8,《我终于失去了你》,滚石唱片,1989-06-04,动漫,影视节目,我的眼中只有你,赵传,http://musicdata.baidu.com/data2/lrc/14900941/14900941.lrc,8
8,《A Complete ~All Singles~》,滚石唱片,2008-09-10,动漫,影视节目,Dearest,滨崎步,http://musicdata.baidu.com/data2/lrc/12463964/12463964.lrc,8
8,《Rpg》,英皇唱片,1999-03-01,动漫,影视节目,Departures,叶佩雯,http://musicdata.baidu.com/data2/lrc/12451428/12451428.lrc,8
8,《谜》,环球唱片,2006-10-06,动漫,影视节目,威尼斯迷路,许慧欣,http://musicdata.baidu.com/data2/lrc/13905974/13905974.lrc,8
8,《空色デイズ》,环球唱片,2007-06-27,动漫,影视节目,空色デイズ,中川翔子,http://musicdata.baidu.com/data2/lrc/1310463/1310463.lrc,8
8,《STAR》,SMAR,2010-10-27,动漫,影视节目,流れ星,中岛美嘉,http://musicdata.baidu.com/data2/lrc/65020587/65020587.lrc,8
8,《新年好》,天中文化,2005-12-10,动漫,影视节目,最想念的季节,张含韵,http://musicdata.baidu.com/data2/lrc/23152731/23152731.lrc,8
