,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
2,《西域情歌》,龙乐文化,2014-07-14,男高音,人声,曲蔓地,阎维文,http://musicdata.baidu.com/data2/lrc/2120470/2120470.lrc,2
2,《西域情歌》,杰盛唱片,2004-09-27,男高音,人声,手挽手,阎维文,http://musicdata.baidu.com/data2/lrc/2120468/2120468.lrc,2
2,《西域情歌》,龙乐文化,2014-07-14,男高音,人声,我等你到天明,阎维文,http://musicdata.baidu.com/data2/lrc/20668595/20668595.lrc,2
2,《星光灿烂》,龙乐文化,星工场,男高音,人声,星光灿烂,罗中旭,http://musicdata.baidu.com/data2/lrc/5964522/5964522.lrc,2
2,《黄土情歌》,华盛音像,2005-11-07,男高音,人声,人说山西好风光,阎维文,http://musicdata.baidu.com/data2/lrc/14900381/14900381.lrc,2
2,《百年经典8: 弯弯的月亮》,华盛音像,2004-12-01,男高音,人声,说句心里话,阎维文,http://musicdata.baidu.com/data2/lrc/13845162/13845162.lrc,2
2,《黄土情歌》,华盛音像,2005-11-07,男高音,人声,赶牲灵,阎维文,http://musicdata.baidu.com/data2/lrc/23244627/23244627.lrc,2
2,《青出于楠》,华盛音像,2009-05-17,男高音,人声,放,丛浩楠,http://musicdata.baidu.com/data2/lrc/218802/218802.lrc,2
2,《东方的太阳 东方的月亮》,九洲音像,1999-09-01,男高音,人声,"东方的太阳,东方的月亮",阎维文,http://musicdata.baidu.com/data2/lrc/12463970/12463970.lrc,2
2,《咱当兵的人》,长城艺术文化,2003-01-01,男高音,人声,咱当兵的人,刘斌,http://musicdata.baidu.com/data2/lrc/23494265/23494265.lrc,2
2,《20世纪中华歌坛名人百集珍藏版》,长城艺术文化,1999-06-01,男高音,人声,新货郎,郭颂,http://musicdata.baidu.com/data2/lrc/31260606/31260606.lrc,2
