,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
4,《Bianca Ryan》,SONY MUSIC,2007-06-22,慢摇,风格,I Will,Bianca Ryan,http://musicdata.baidu.com/data2/lrc/238664856/238664856.lrc,4
4,《Nana》,环球唱片,1997-07-21,慢摇,风格,Lonely,Nana,http://musicdata.baidu.com/data2/lrc/14878750/14878750.lrc,4
4,《Quelqu'Un M'A Dit》,环球唱片,2008-04-07,慢摇,风格,Tout Le Monde,Carla Bruni,http://musicdata.baidu.com/data2/lrc/8300981/8300981.lrc,4
4,《Greatest Hits》,环球唱片,2010-01-18,慢摇,风格,My Oh My,Aqua,http://musicdata.baidu.com/data2/lrc/477445/477445.lrc,4
4,《Smack That》,环球唱片,2006-09-28,慢摇,风格,Smack That (Clean),"Akon,Eminem",http://musicdata.baidu.com/data2/lrc/7388055/7388055.lrc,4
4,《7 Years And 50 Days》,环球唱片,2004-08-23,慢摇,风格,7 Years And 50 Days,Groove Coverage,http://musicdata.baidu.com/data2/lrc/14878566/14878566.lrc,4
4,《All I Ever Wanted》,SONY MUSIC,2009-03-08,慢摇,风格,Already Gone,Kelly Clarkson,http://musicdata.baidu.com/data2/lrc/14939279/14939279.lrc,4
4,《Doll Domination - The Mini Collection》,环球唱片,2009-04-27,慢摇,风格,When I Grow Up,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/8300791/8300791.lrc,4
4,《When I Grow Up》,环球唱片,2008-09-08,慢摇,风格,When I Grow Up,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/8073138/8073138.lrc,4
4,《I Am Pop》,环球唱片,2011-02-21,慢摇,风格,When I Grow Up,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/7352291/7352291.lrc,4
4,《I Am On Holiday》,环球唱片,2011-02-21,慢摇,风格,When I Grow Up,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/7352100/7352100.lrc,4
4,《I Am Running》,环球唱片,2011-02-21,慢摇,风格,When I Grow Up,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/7350354/7350354.lrc,4
4,《Fantasy Ride》,SONY MUSIC,2009-05-04,慢摇,风格,love sex magic,Ciara,http://musicdata.baidu.com/data2/lrc/1540743/1540743.lrc,4
4,《Fun Dance 2009》,环球唱片,2010-03-10,慢摇,风格,When I Grow Up,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/13687146/13687146.lrc,4
4,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,慢摇,风格,In The Middle,Sugababes,http://musicdata.baidu.com/data2/lrc/1212367/1212367.lrc,4
4,《Doll Domination - The Mini Collection》,环球唱片,2009-04-27,慢摇,风格,I Hate This Part,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/12569147/12569147.lrc,4
4,《Hits 3》,环球唱片,2009-12-30,慢摇,风格,I Hate This Part,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/12566392/12566392.lrc,4
4,《稀稀粥》,龙乐文化,2005-04-03,慢摇,风格,网络辣妹,粥稀稀,http://musicdata.baidu.com/data2/lrc/14887641/14887641.lrc,4
5,《Grand Champ》,环球唱片,2003-09-15,慢摇,风格,Get It On The Floor,Dmx,http://musicdata.baidu.com/data2/lrc/14878528/14878528.lrc,5
5,《Grand Champ》,环球唱片,2003-09-15,慢摇,风格,Where The Hood At,Dmx,http://musicdata.baidu.com/data2/lrc/1241215/1241215.lrc,5
5,《FantasíA Pop》,环球唱片,2008-05-06,慢摇,风格,Por Esta Vez,Belanova,http://musicdata.baidu.com/data2/lrc/1241215/1241215.lrc,5
5,《Go Your Own Way》,SONY MUSIC,2003-09-26,慢摇,风格,Too Soon To Say Goodbye,Gareth Gates,http://musicdata.baidu.com/data2/lrc/14900798/14900798.lrc,5
5,《It'S About Time》,环球唱片,2004-05-31,慢摇,风格,Dip It Low,Christina Milian,http://musicdata.baidu.com/data2/lrc/8048593/8048593.lrc,5
5,《Wanted》,SONY MUSIC,2005-10-07,慢摇,风格,let me hold you,Bow Wow,http://musicdata.baidu.com/data2/lrc/916741/916741.lrc,5
5,《Three Days Grace》,SONY MUSIC,2003-08-15,慢摇,风格,Wake Up,Three Days Grace,http://musicdata.baidu.com/data2/lrc/9139343/9139343.lrc,5
5,《R&B Christmas Hits》,SONY MUSIC,2009-10-26,慢摇,风格,My Grown Up Christmas List,Kelly Clarkson,http://musicdata.baidu.com/data2/lrc/8882871/8882871.lrc,5
5,《American Idol The Great Holiday Classics》,SONY MUSIC,2003-10-11,慢摇,风格,My Grown Up Christmas List,Kelly Clarkson,http://musicdata.baidu.com/data2/lrc/8735426/8735426.lrc,5
5,《Irresistible》,SONY MUSIC,2001-05-31,慢摇,风格,To Fall In Love Again,Jessica Simpson,http://musicdata.baidu.com/data2/lrc/8559321/8559321.lrc,5
5,"《Lines, Vines And Trying Times》",环球唱片,2009-06-12,慢摇,风格,Fly With Me,Jonas Brothers,http://musicdata.baidu.com/data2/lrc/8191356/8191356.lrc,5
5,《Life Goes On》,SONY MUSIC,2001-12-31,慢摇,风格,Do U Wanna,Donell Jones,http://musicdata.baidu.com/data2/lrc/8047226/8047226.lrc,5
5,《I'm Serious》,SONY MUSIC,2001-11-06,慢摇,风格,Do It,T.I.,http://musicdata.baidu.com/data2/lrc/7898092/7898092.lrc,5
5,《Another Level》,环球唱片,1996-09-09,慢摇,风格,No Diggity,"Blackstreet,Dr. Dre",http://musicdata.baidu.com/data2/lrc/12520251/12520251.lrc,5
5,《Encore》,环球唱片,2008-04-07,慢摇,风格,Crazy In Love,Eminem,http://musicdata.baidu.com/data2/lrc/7585017/7585017.lrc,5
5,《大日子》,环球唱片,2000-11-24,慢摇,风格,Slow It Down,陈慧琳,http://musicdata.baidu.com/data2/lrc/642951/642951.lrc,5
5,《Private Room》,环球唱片,2003-12-15,慢摇,风格,Have Some Fun,Avant,http://musicdata.baidu.com/data2/lrc/106250968/106250968.lrc,5
5,《爱之初》,福茂唱片,2002-11-01,慢摇,风格,没有你的每一天,徐洁儿,http://musicdata.baidu.com/data2/lrc/286225/286225.lrc,5
5,《The Emancipation Of Mimi》,环球唱片,2005-01-01,慢摇,风格,Mine Again,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7190509/7190509.lrc,5
5,《跨时代》,杰威尔JVR音乐有限公司,2010-05-18,慢摇,风格,自导自演,周杰伦,http://musicdata.baidu.com/data2/lrc/13985962/13985962.lrc,5
6,《All I Ever Wanted》,SONY MUSIC,2009-03-08,慢摇,风格,Cry,Kelly Clarkson,http://musicdata.baidu.com/data2/lrc/15113021/15113021.lrc,6
6,《Playlist: The Very Best Of Omarion》,SONY MUSIC,2008-11-10,慢摇,风格,Entourage,Omarion,http://musicdata.baidu.com/data2/lrc/91029228/91029228.lrc,6
6,《Unleash The Dragon》,环球唱片,2001-05-18,慢摇,风格,Thong Song,Sisqo,http://musicdata.baidu.com/data2/lrc/1774443/1774443.lrc,6
6,《Natural Selection》,SONY MUSIC,2003-10-13,慢摇,风格,Most Of All,Fuel,http://musicdata.baidu.com/data2/lrc/12470492/12470492.lrc,6
6,《Crush》,Island Records,2000-06-13,慢摇,风格,Thank You For Loving Me,Bon Jovi,http://musicdata.baidu.com/data2/lrc/1490880/1490880.lrc,6
6,《Jonas Brothers》,环球唱片,2009-01-01,慢摇,风格,S.O.S.,Jonas Brothers,http://musicdata.baidu.com/data2/lrc/12643588/12643588.lrc,6
6,《Toni Braxton》,SONY MUSIC,1993-07-13,慢摇,风格,another sad love song,Toni Braxton,http://musicdata.baidu.com/data2/lrc/64994938/64994938.lrc,6
6,《3D》,SONY MUSIC,2014-01-16,慢摇,风格,Girl Talk,TLC,http://musicdata.baidu.com/data2/lrc/1356728/1356728.lrc,6
6,《Jonas Brothers》,环球唱片,2009-01-01,慢摇,风格,When You Look Me In The Eyes,Jonas Brothers,http://musicdata.baidu.com/data2/lrc/1347287/1347287.lrc,6
6,《Jonas Brothers》,环球唱片,2009-01-01,慢摇,风格,Hold On,Jonas Brothers,http://musicdata.baidu.com/data2/lrc/1347063/1347063.lrc,6
6,《For A Moment》,环球唱片,2008-05-06,慢摇,风格,Inconsolable,Maria Arredondo,http://musicdata.baidu.com/data2/lrc/13610185/13610185.lrc,6
6,《The Eminem Show》,环球唱片,2002-05-27,慢摇,风格,White America,Eminem,http://musicdata.baidu.com/data2/lrc/1275228/1275228.lrc,6
6,《Natalie》,环球唱片,2006-05-20,慢摇,风格,Ooh,Natalie,http://musicdata.baidu.com/data2/lrc/240457911/240457911.lrc,6
6,《The One》,SONY MUSIC,2005-04-07,慢摇,风格,How To Deal,Frankie J,http://musicdata.baidu.com/data2/lrc/1135223/1135223.lrc,6
6,《Sexy As Hell》,环球唱片,2008-08-22,慢摇,风格,Sexy As Hell,Sarah Connor,http://musicdata.baidu.com/data2/lrc/239129086/239129086.lrc,6
6,《My Kind Of Christmas》,SONY MUSIC,2000-10-24,慢摇,风格,This Year,Christina Aguilera,http://musicdata.baidu.com/data2/lrc/1039654/1039654.lrc,6
6,《Hits +》,SONY MUSIC,2000-11-10,慢摇,风格,Automatic Love,Kylie Minogue,http://musicdata.baidu.com/data2/lrc/8880616/8880616.lrc,6
6,《Tony Parker》,环球唱片,2010-01-25,慢摇,风格,Premier Love,tony parker,http://musicdata.baidu.com/data2/lrc/12975228/12975228.lrc,6
6,《Little Voice》,SONY MUSIC,2008-07-14,慢摇,风格,Bottle It Up,Sara Bareilles,http://musicdata.baidu.com/data2/lrc/12473070/12473070.lrc,6
6,《Genesis》,索尼音乐,2001-11-27,慢摇,风格,break ya neck,Busta Rhymes,http://musicdata.baidu.com/data2/lrc/64993570/64993570.lrc,6
7,《Lifehouse》,环球唱片,2008-04-18,慢摇,风格,You And Me,Lifehouse,http://musicdata.baidu.com/data2/lrc/314012/314012.lrc,7
7,《In My Own Words》,环球唱片,2006-02-28,慢摇,风格,Time,Ne-Yo,http://musicdata.baidu.com/data2/lrc/12480875/12480875.lrc,7
7,《Acoustica》,华纳音乐,2001-06-05,慢摇,风格,always somewhere,Scorpions,http://musicdata.baidu.com/data2/lrc/64994329/64994329.lrc,7
7,《Ready For Romance》,ALEX,1986-01-01,慢摇,风格,brother louie,Modern Talking,http://musicdata.baidu.com/data2/lrc/34072115/34072115.txt,7
7,《Good Girl Gone Bad》,Mercury Records,2007-12-03,慢摇,风格,Sell Me Candy,Rihanna,http://musicdata.baidu.com/data2/lrc/1314388/1314388.lrc,7
7,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,慢摇,风格,Easy,Sugababes,http://musicdata.baidu.com/data2/lrc/1254135/1254135.lrc,7
7,《瘾》,环球唱片,2011-11-06,慢摇,风格,瘾,陈楚生,http://musicdata.baidu.com/data2/lrc/12273748/12273748.lrc,7
7,《Out Of This World》,SONY MUSIC,1993-07-20,慢摇,风格,Sign Of The Times,Europe,http://musicdata.baidu.com/data2/lrc/8882827/8882827.lrc,7
7,《Out Of This World》,SONY MUSIC,1993-07-20,慢摇,风格,Superstitious,Europe,http://musicdata.baidu.com/data2/lrc/8882438/8882438.lrc,7
7,《Out Of This World》,SONY MUSIC,1993-07-20,慢摇,风格,More Than Meets The Eye,Europe,http://musicdata.baidu.com/data2/lrc/8882142/8882142.lrc,7
7,《Out Of This World》,SONY MUSIC,1993-07-20,慢摇,风格,Open Your Heart,Europe,http://musicdata.baidu.com/data2/lrc/8881817/8881817.lrc,7
7,《Crazysexycool》,SONY MUSIC,1994-12-14,慢摇,风格,Kick Your Game,Tlc,http://musicdata.baidu.com/data2/lrc/105683102/105683102.lrc,7
7,《Blame It》,SONY MUSIC,2009-06-29,慢摇,风格,Blame It,Jamie Foxx,http://musicdata.baidu.com/data2/lrc/16361897/16361897.lrc,7
7,《Sweet Kisses》,SONY MUSIC,1999-11-16,慢摇,风格,I Wanna Love You Forever,Jessica Simpson,http://musicdata.baidu.com/data2/lrc/8559376/8559376.lrc,7
7,《Encore》,环球唱片,2008-04-07,慢摇,风格,Puke,Eminem,http://musicdata.baidu.com/data2/lrc/7585008/7585008.lrc,7
7,《Pressure Chief》,SONY MUSIC,2004-10-05,慢摇,风格,Wheels,Cake,http://musicdata.baidu.com/data2/lrc/447160/447160.lrc,7
7,《Loose》,环球唱片,2007-03-05,慢摇,风格,Do It,Nelly Furtado,http://musicdata.baidu.com/data2/lrc/320817/320817.lrc,7
7,《Intuition》,SONY MUSIC,2009-07-06,慢摇,风格,Blame It,Jamie Foxx,http://musicdata.baidu.com/data2/lrc/1551715/1551715.lrc,7
7,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,慢摇,风格,Too Lost In You,Sugababes,http://musicdata.baidu.com/data2/lrc/1472900/1472900.lrc,7
7,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,慢摇,风格,Round Round,Sugababes,http://musicdata.baidu.com/data2/lrc/1472880/1472880.lrc,7
8,《The Big Bang》,环球唱片,2006-06-12,慢摇,风格,New York Shit,Busta Rhymes,http://musicdata.baidu.com/data2/lrc/14874500/14874500.lrc,8
8,《Border Girl》,环球唱片,2002-06-17,慢摇,风格,The One You Love,Paulina Rubio,http://musicdata.baidu.com/data2/lrc/1451216/1451216.lrc,8
8,《Unpredictable》,SONY MUSIC,2006-05-04,慢摇,风格,unpredictable,Jamie Foxx,http://musicdata.baidu.com/data2/lrc/34073967/34073967.txt,8
8,《Digital Girl Remix》,SONY MUSIC,2009-09-21,慢摇,风格,Blame It,Jamie Foxx,http://musicdata.baidu.com/data2/lrc/fd8ff3d0daf5dcc0805c8ece5afb55fd/546877996/546877996.lrc,8
8,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,慢摇,风格,Push The Button,Sugababes,http://musicdata.baidu.com/data2/lrc/1303690/1303690.lrc,8
8,《Something Worth Leaving Behind》,环球唱片,2002-08-19,慢摇,风格,Talk To Me,Lee Ann Womack,http://musicdata.baidu.com/data2/lrc/12466033/12466033.lrc,8
8,《Overloaded: The Singles Collection》,环球唱片,2013-10-04,慢摇,风格,Shape,Sugababes,http://musicdata.baidu.com/data2/lrc/1176983/1176983.lrc,8
8,《舞懈可击》,环球唱片,2008-09-05,慢摇,风格,绝不放弃,罗百吉,http://musicdata.baidu.com/data2/lrc/1124611/1124611.lrc,8
8,《Are You Dead Yet?》,环球唱片,2008-04-15,慢摇,风格,Next In Line,Children Of Bodom,http://musicdata.baidu.com/data2/lrc/7585025/7585025.lrc,8
8,《Coming Home》,环球唱片,2009-04-30,慢摇,风格,I Call It Love,Lionel Richie,http://musicdata.baidu.com/data2/lrc/2185405/2185405.lrc,8
8,《舞懈可击》,环球唱片,2008-09-05,慢摇,风格,真爱,罗百吉,http://musicdata.baidu.com/data2/lrc/1124573/1124573.lrc,8
8,《The Hits》,SONY MUSIC,2009-11-16,慢摇,风格,Evergreen,Will Young,http://musicdata.baidu.com/data2/lrc/9097255/9097255.lrc,8
8,《Original Album Classics》,SONY MUSIC,2009-09-28,慢摇,风格,Dreamer,Sophie Zelmani,http://musicdata.baidu.com/data2/lrc/8971259/8971259.lrc,8
8,《7 Years And 50 Days》,环球唱片,2004-08-23,慢摇,风格,She,Groove Coverage,http://musicdata.baidu.com/data2/lrc/14881840/14881840.lrc,8
8,《From Now On》,SONY MUSIC,2003-02-11,慢摇,风格,Evergreen,Will Young,http://musicdata.baidu.com/data2/lrc/8880614/8880614.lrc,8
8,《Party》,环球唱片,2004-01-26,慢摇,风格,I Will Survive,Gloria Gaynor,http://musicdata.baidu.com/data2/lrc/8593012/8593012.lrc,8
8,《Silver Collection》,环球唱片,2008-04-25,慢摇,风格,I Will Survive,Gloria Gaynor,http://musicdata.baidu.com/data2/lrc/14896958/14896958.lrc,8
8,《R&B Divas》,环球唱片,2008-04-25,慢摇,风格,I Will Survive,Gloria gaynor,http://musicdata.baidu.com/data2/lrc/8592451/8592451.lrc,8
8,《Light On》,SONY MUSIC,2008-11-03,慢摇,风格,Light On,David Cook,http://musicdata.baidu.com/data2/lrc/240075300/240075300.lrc,8
8,《Music For Seventies》,环球唱片,2008-05-05,慢摇,风格,I Will Survive,Gloria Gaynor,http://musicdata.baidu.com/data2/lrc/8300427/8300427.lrc,8
9,《Pot Of Gold》,环球唱片,2005-11-14,慢摇,风格,Lonely,Akon,http://musicdata.baidu.com/data2/lrc/8190970/8190970.lrc,9
9,《Colour The Small One》,环球唱片,2014-01-19,慢摇,风格,Sunday,Sia,http://musicdata.baidu.com/data2/lrc/8072706/8072706.lrc,9
9,《Gimme More》,Jive,2007-09-24,慢摇,风格,Gimme More,Britney Spears,http://musicdata.baidu.com/data2/lrc/7897998/7897998.lrc,9
9,《60 Hits - 60 Jahre Deutschland》,SONY MUSIC,2010-02-01,慢摇,风格,Am Fenster,City,http://musicdata.baidu.com/data2/lrc/7897998/7897998.lrc,9
9,《Ghetto Remix 2》,环球唱片,2006-01-01,慢摇,风格,Lonely,Akon,http://musicdata.baidu.com/data2/lrc/7387722/7387722.lrc,9
9,《Insomniac》,环球唱片,2007-06-11,慢摇,风格,Can You Hear Me,Enrique Iglesias,http://musicdata.baidu.com/data2/lrc/7380056/7380056.lrc,9
9,《10Th Anniversary - The Hits - Volume 1》,SONY MUSIC,2011-03-14,慢摇,风格,Light On,David Cook,http://musicdata.baidu.com/data2/lrc/7360272/7360272.lrc,9
9,《Fly Away》,环球唱片,2008-04-24,慢摇,风格,Oriental Dream,Banaroo,http://musicdata.baidu.com/data2/lrc/7360272/7360272.lrc,9
